fullpart_time,gender,months_work,respect,hr_wage,fullpart_time_char,gender_char
(1) Full-time worker,(2) Female,7,(2) Agree,16,Full-time,Female
(1) Full-time worker,(2) Female,4,(5) Strongly disagree,12.25,Full-time,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,NA,6,(1) Strongly agree,11.92,Full-time,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.25,Full-time,Female
(2) Part-time worker,NA,12,NA,15.78,Part-time,NA
(1) Full-time worker,(2) Female,10,(2) Agree,13.98,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.66666666667,Full-time,Female
(1) Full-time worker,NA,2,NA,11,Full-time,NA
(1) Full-time worker,(2) Female,4,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.97648648649,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,13.31081081082,Full-time,Female
(1) Full-time worker,(2) Female,12,NA,18.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,3.77358490566,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.959375,Full-time,Female
(2) Part-time worker,(2) Female,8,(2) Agree,7.31,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.86842105264,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,20,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,7.8125,Full-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,22.6875,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,7.03125,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,14.92,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.75,Full-time,Female
(2) Part-time worker,(2) Female,7,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13.2,Full-time,Female
(1) Full-time worker,(2) Female,2,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9.8375,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16,Part-time,Female
(2) Part-time worker,(2) Female,4,(2) Agree,12,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,10.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,8.66666666667,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.25,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,13.51428571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13.29,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17.81076066791,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,17.14285714286,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,32.33082706767,Full-time,Female
(1) Full-time worker,(2) Female,3,(2) Agree,15.59251559252,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,16.4,Part-time,Female
(1) Full-time worker,(2) Female,11,(5) Strongly disagree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,25,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,17.9347826087,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,23.25,Full-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,16.88,Full-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,9.86842105264,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,9,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,20.71428571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.75,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,14,Part-time,Female
(1) Full-time worker,(2) Female,6,(2) Agree,9,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(2) Agree,9.4758,Part-time,Female
(1) Full-time worker,NA,8,NA,12,Full-time,NA
(1) Full-time worker,(1) Male,12,(1) Strongly agree,NA,Full-time,Male
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.66,Full-time,Female
(1) Full-time worker,(2) Female,2,(3) Neither agree nor disagree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.75,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,26.31578947369,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,32,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,28,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,35.625,Full-time,Female
(2) Part-time worker,(2) Female,7,(2) Agree,8.5,Part-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,12.5,Part-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,12,Part-time,Female
(2) Part-time worker,(2) Female,3,(3) Neither agree nor disagree,14.4,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,22.48677248678,Full-time,Female
(2) Part-time worker,(2) Female,4,(1) Strongly agree,6.25882352942,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,17.82,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,22.28333333334,Part-time,Female
(2) Part-time worker,(2) Female,6,(2) Agree,11.62,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,20,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,10.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.4,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,21.41,Full-time,Female
(2) Part-time worker,(2) Female,3,(1) Strongly agree,12,Part-time,Female
(2) Part-time worker,(2) Female,2,(1) Strongly agree,11.16,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.14814814815,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,14,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,16.66666666667,Part-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,10.77813333334,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,17.12,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,17,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,8,NA,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,5.6,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,40.28571428572,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,NA,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,24,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.49,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.2,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,2,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,6,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14.75,Part-time,Female
(1) Full-time worker,NA,12,NA,16.82692307693,Full-time,NA
(1) Full-time worker,(2) Female,12,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,22.95552367289,Part-time,Female
(1) Full-time worker,NA,NA,(2) Agree,NA,Full-time,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.55000000001,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,23.80952380953,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,15.99,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15.03125,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,15,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,45,Part-time,Female
(1) Full-time worker,(2) Female,4,(3) Neither agree nor disagree,19.28,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,27.65556253929,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.5,Full-time,Female
(1) Full-time worker,(2) Female,7,(4) Disagree,9.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,4.72334682861,Full-time,Female
(2) Part-time worker,(2) Female,4,(1) Strongly agree,10.25,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,8,(5) Strongly disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,4,(2) Agree,9.14285714286,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,15.5,Part-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,14.3,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,6,(3) Neither agree nor disagree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.55555555556,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,18,Full-time,Female
(1) Full-time worker,(2) Female,3,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,4.80769230769,Full-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,11.62,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,21,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.27027027028,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,25.71428571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,8.6,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,10,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19.65498181819,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,35,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,13.6,Part-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,58.33333333334,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,56.25,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,11.71428571429,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.125,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,16.23,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,12.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,11,(1) Strongly agree,15.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,18.26923076924,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,107.32142857143,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,8.25,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,11,(1) Strongly agree,17.14285714286,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,18,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.35,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13.51351351352,Full-time,Female
(1) Full-time worker,(2) Female,6,(5) Strongly disagree,7.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,20.23,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,12,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.37,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,17.85714285715,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.375,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14.61,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,8.2625,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.6,Full-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,7.69230769231,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,27.53392857143,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(2) Part-time worker,(2) Female,12,NA,16,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,1,(2) Agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,11,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,8.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,15.75,Full-time,Male
(2) Part-time worker,(2) Female,12,(2) Agree,11,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,7.3875,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,13.88888888889,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10.55000000001,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.1,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,17.43,Part-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,10.57175,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,14.230769230769999,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.903846153849999,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.6538461538499991,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,50,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,25.961538461539998,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,20,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,24.7235,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.59,Full-time,Female
(2) Part-time worker,(2) Female,NA,(1) Strongly agree,14.25,Part-time,Female
NA,NA,NA,(2) Agree,14.25,NA,NA
(2) Part-time worker,(2) Female,2,(1) Strongly agree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.30000000001,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,NA,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.538461538469999,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,12.6,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11.19583333334,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,7,(1) Strongly agree,13.72549019608,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(1) Male,9,NA,22.95918367347,Full-time,Male
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(2) Part-time worker,(1) Male,10,(1) Strongly agree,9.35625,Part-time,Male
(1) Full-time worker,(2) Female,NA,(2) Agree,10.58,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,19,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,17.25,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,7.29166666667,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.64,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.65,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.88,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.03,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.24489795919,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,24.48979591837,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,18.36734693878,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,7.5,Part-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,16,Full-time,Male
(1) Full-time worker,NA,12,NA,NA,Full-time,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,8,(2) Agree,7.14285714286,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,1,(3) Neither agree nor disagree,9,Full-time,Female
(1) Full-time worker,(2) Female,11,(5) Strongly disagree,11.4,Full-time,Female
(2) Part-time worker,(1) Male,10,(1) Strongly agree,33,Part-time,Male
(2) Part-time worker,(2) Female,7,(2) Agree,10.80000000001,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,17.52,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,15.45,Part-time,Female
(1) Full-time worker,(2) Female,4,(1) Strongly agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,11.22,Part-time,Female
(1) Full-time worker,(2) Female,6,(5) Strongly disagree,17.34,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,13,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,13.75,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,54.9575,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,4,(1) Strongly agree,10.5,Full-time,Female
(2) Part-time worker,(2) Female,8,(2) Agree,4.62962962963,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.51,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13.72222222223,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,18,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9.375,Full-time,Female
(2) Part-time worker,(2) Female,11,(3) Neither agree nor disagree,10.4029658285,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,11,(4) Disagree,14.86,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19.04,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,43.91891891892,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,9.75,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,NA,Part-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,12,Full-time,Male
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,14.1,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(2) Part-time worker,(2) Female,8,(3) Neither agree nor disagree,NA,Part-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,7.507,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,NA,10,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,8.75,Part-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.88194444445,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,11.25,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,13,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,19.4,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,13.28125,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,44.71153846154,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,31.83183183184,Full-time,Female
(2) Part-time worker,(1) Male,11,(2) Agree,6.66666666667,Part-time,Male
NA,(2) Female,12,(2) Agree,9.84728571429,NA,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
